Div;Date;HomeTeam;AwayTeam;KEY;Home_Team Size;Home_Market Value total;Home_Market Value avg;Away_Team Size;Away_Market Value total;Away_Market Value avg;HS (Home Team Shots);AS (Away Team Shots);HAST (Home Team Shots on Target);AST (Away Team Shots on Target);HF (Home Team Fouls Committed);AF (Away Team Fouls Committed);HC (Home Team Corners);AC (Away Team Corners);HY (Home Team Yellow Cards);AY (Away Team Yellow Cards);HR (Home Team Red Cards);AR (Away Team Red Cards);Home #Win;Home #Draw;Home #Defeat;Away #Win;Away #Draw;Away #Defeat;Home goals scored;Home goals collected;Away goals scored;Away goals collected;Home Position in the table;Away Position in the table
D1;22.09.2018;Hertha BSC Berlin;Borussia Mönchengladbach;22.09.18_Hertha BSC Berlin_Borussia Mönchengladbach;35;135,53;3,87;30;209,65;6,99;26;24;10;6;22;25;16;11;4;4;0;0;2;1;0;2;1;0;5;3;8;3;5;4
D1;22.09.2018;FC Schalke 04;FC Bayern München;22.09.18_FC Schalke 04_FC Bayern München;28;256,40;9,16;23;827,80;35,99;26;34;6;13;28;16;9;20;3;1;1;0;0;0;3;3;0;0;3;2;7;3;17;1
D1;22.09.2018;1. FC Nürnberg;Hannover 96;22.09.18_1. FC Nürnberg_Hannover 96;27;28,28;1,05;26;34,13;1,31;33;38;10;15;26;25;14;18;5;5;0;1;0;2;1;0;2;1;3;5;2;6;14;13
D1;22.09.2018;VfL Wolfsburg;SC Freiburg;22.09.18_VfL Wolfsburg_SC Freiburg;30;148,25;4,94;29;85,65;2,95;43;21;22;12;38;31;21;11;6;5;0;0;2;1;0;0;1;2;6;6;4;5;3;15
D1;22.09.2018;FC Augsburg;Werder Bremen;22.09.18_FC Augsburg_Werder Bremen;31;100,80;3,25;33;118,40;3,59;39;23;14;13;22;22;16;7;3;4;0;0;1;1;1;1;2;0;2;4;6;2;8;7
D1;23.09.2018;Bayer 04 Leverkusen;FSV Mainz 05;23.09.18_Bayer 04 Leverkusen_FSV Mainz 05;26;377,20;14,51;31;101,95;3,29;34;18;8;6;25;24;12;5;5;4;0;0;0;0;3;2;1;0;3;10;3;4;18;6
D1;23.09.2018;Eintracht Frankfurt;RB Leipzig;23.09.18_Eintracht Frankfurt_RB Leipzig;36;147,90;4,11;24;316,00;13,17;13;19;6;9;20;19;12;11;2;3;1;0;1;0;2;1;1;1;2;7;5;5;12;6
D1;25.09.2018;Hannover 96;1899 Hoffenheim;25.09.18_Hannover 96_1899 Hoffenheim;26;34,13;1,31;30;214,85;7,16;24;43;8;19;23;53;12;16;2;8;0;0;0;2;2;1;1;2;2;8;6;7;16;11
D1;25.09.2018;FC Bayern München;FC Augsburg;25.09.18_FC Bayern München_FC Augsburg;23;827,80;35,99;31;100,80;3,25;50;39;18;15;12;41;24;13;4;4;0;0;4;0;0;1;1;2;9;3;4;7;1;11
D1;25.09.2018;SC Freiburg;FC Schalke 04;25.09.18_SC Freiburg_FC Schalke 04;29;85,65;2,95;28;256,40;9,16;49;39;15;13;32;34;14;11;6;11;1;1;1;1;2;0;0;4;7;6;3;4;14;18
D1;25.09.2018;Werder Bremen;Hertha BSC Berlin;25.09.18_Werder Bremen_Hertha BSC Berlin;33;118,40;3,59;35;135,53;3,87;43;26;11;10;35;37;10;5;3;6;0;0;2;2;0;3;1;0;9;4;9;5;4;2
D1;26.09.2018;Borussia Dortmund;1. FC Nürnberg;26.09.18_Borussia Dortmund_1. FC Nürnberg;29;412,30;14,22;27;28,28;1,05;39;27;21;6;25;25;18;16;2;4;0;0;2;2;0;1;2;1;8;3;5;5;3;8
D1;26.09.2018;Fortuna Düsseldorf;Bayer 04 Leverkusen;26.09.18_Fortuna Düsseldorf_Bayer 04 Leverkusen;30;38,95;1,30;26;377,20;14,51;33;22;13;7;27;34;14;11;4;5;0;1;1;2;1;1;0;3;4;2;4;10;9;15
D1;26.09.2018;Borussia Mönchengladbach;Eintracht Frankfurt;26.09.18_Borussia Mönchengladbach_Eintracht Frankfurt;30;209,65;6,99;36;147,90;4,11;53;27;20;6;22;34;24;11;1;3;0;0;2;1;1;1;1;2;10;7;3;8;6;13
D1;26.09.2018;RB Leipzig;VfB Stuttgart;26.09.18_RB Leipzig_VfB Stuttgart;24;316,00;13,17;24;59,40;2,48;56;32;21;9;34;25;11;13;7;9;0;0;1;2;1;0;2;2;6;6;4;4;10;17
D1;26.09.2018;FSV Mainz 05;VfL Wolfsburg;26.09.18_FSV Mainz 05_VfL Wolfsburg;31;101,95;3,29;30;148,25;4,94;41;24;12;9;37;28;16;14;3;5;0;0;2;1;1;2;1;1;3;5;7;9;7;5
D1;28.09.2018;Hertha BSC Berlin;FC Bayern München;28.09.18_Hertha BSC Berlin_FC Bayern München;35;135,53;3,87;23;827,80;35,99;32;59;14;18;36;26;17;34;7;2;0;0;3;1;1;4;1;0;10;8;10;4;4;1
D1;29.09.2018;Bayer 04 Leverkusen;Borussia Dortmund;29.09.18_Bayer 04 Leverkusen_Borussia Dortmund;26;377,20;14,51;29;412,30;14,22;48;32;14;15;36;27;18;13;6;2;0;1;2;0;3;3;2;0;6;11;15;3;11;2
D1;29.09.2018;VfL Wolfsburg;Borussia Mönchengladbach;29.09.18_VfL Wolfsburg_Borussia Mönchengladbach;30;148,25;4,94;30;209,65;6,99;56;34;25;9;44;39;27;14;8;6;0;0;2;2;1;3;1;1;7;9;13;8;6;4
D1;29.09.2018;1. FC Nürnberg;Fortuna Düsseldorf;29.09.18_1. FC Nürnberg_Fortuna Düsseldorf;27;28,28;1,05;30;38,95;1,30;43;46;16;19;36;43;18;16;5;8;0;0;1;2;2;1;2;2;5;12;5;4;14;13
D1;29.09.2018;FC Schalke 04;FSV Mainz 05;29.09.18_FC Schalke 04_FSV Mainz 05;28;256,40;9,16;31;101,95;3,29;41;33;8;11;50;45;13;10;5;6;1;0;0;0;5;2;2;1;3;5;3;5;18;7
D1;29.09.2018;1899 Hoffenheim;RB Leipzig;29.09.18_1899 Hoffenheim_RB Leipzig;30;214,85;7,16;24;316,00;13,17;50;37;18;16;29;33;14;19;4;6;0;0;2;1;2;2;2;1;9;8;8;6;9;8
D1;29.09.2018;VfB Stuttgart;Werder Bremen;29.09.18_VfB Stuttgart_Werder Bremen;24;59,40;2,48;33;118,40;3,59;32;37;6;16;26;36;8;15;3;8;0;1;0;2;3;3;2;0;4;6;12;5;17;3
D1;30.09.2018;Eintracht Frankfurt;Hannover 96;30.09.18_Eintracht Frankfurt_Hannover 96;36;147,90;4,11;26;34,13;1,31;28;42;13;16;36;36;15;22;3;7;1;1;1;1;3;0;2;3;4;11;3;11;15;16
D1;30.09.2018;FC Augsburg;SC Freiburg;30.09.18_FC Augsburg_SC Freiburg;31;100,80;3,25;29;85,65;2,95;60;34;24;18;34;39;21;14;3;6;0;0;1;2;2;2;1;2;5;8;8;6;12;10
D1;05.10.2018;Werder Bremen;VfL Wolfsburg;05.10.18_Werder Bremen_VfL Wolfsburg;33;118,40;3,59;30;148,25;4,94;58;34;16;13;47;41;17;19;4;7;0;0;3;2;1;2;3;1;13;7;9;11;5;7
D1;06.10.2018;FC Bayern München;Borussia Mönchengladbach;06.10.18_FC Bayern München_Borussia Mönchengladbach;22;827,65;37,62;30;209,65;6,99;64;41;21;12;19;43;25;17;6;8;0;0;4;1;1;3;2;1;10;6;15;10;2;4
D1;06.10.2018;Borussia Dortmund;FC Augsburg;06.10.18_Borussia Dortmund_FC Augsburg;29;412,30;14,22;31;100,80;3,25;59;51;29;21;30;70;27;19;3;11;0;0;4;2;0;2;2;2;19;5;9;9;1;8
D1;06.10.2018;Fortuna Düsseldorf;FC Schalke 04;06.10.18_Fortuna Düsseldorf_FC Schalke 04;30;38,95;1,30;28;256,40;9,16;42;54;16;18;44;49;18;17;7;12;0;1;1;2;3;1;0;5;5;7;4;5;15;16
D1;06.10.2018;FSV Mainz 05;Hertha BSC Berlin;06.10.18_FSV Mainz 05_Hertha BSC Berlin;31;101,95;3,29;35;135,53;3,87;64;37;15;11;49;46;21;11;3;8;0;0;2;2;2;4;1;1;3;6;12;8;9;3
D1;06.10.2018;Hannover 96;VfB Stuttgart;06.10.18_Hannover 96_VfB Stuttgart;26;34,13;1,31;24;59,40;2,48;39;43;14;14;39;36;17;20;3;11;0;0;0;2;4;1;2;3;4;15;6;7;18;16
D1;07.10.2018;RB Leipzig;1. FC Nürnberg;07.10.18_RB Leipzig_1. FC Nürnberg;24;316,00;13,17;27;28,28;1,05;74;30;29;6;45;37;17;17;7;5;0;1;3;2;1;2;2;2;10;7;8;12;6;10
D1;07.10.2018;SC Freiburg;Bayer 04 Leverkusen;07.10.18_SC Freiburg_Bayer 04 Leverkusen;29;85,65;2,95;26;377,20;14,51;56;36;16;7;43;46;17;15;9;6;1;1;2;1;3;2;0;4;9;10;8;15;13;14
D1;07.10.2018;1899 Hoffenheim;Eintracht Frankfurt;07.10.18_1899 Hoffenheim_Eintracht Frankfurt;30;214,85;7,16;36;148,00;4,11;70;33;22;10;44;50;20;11;6;7;0;1;2;1;3;2;1;3;10;10;8;12;11;11
D1;19.10.2018;Eintracht Frankfurt;Fortuna Düsseldorf;19.10.18_Eintracht Frankfurt_Fortuna Düsseldorf;36;148,00;4,11;30;38,95;1,30;49;56;26;24;49;55;20;17;3;10;1;0;3;1;3;1;2;4;12;11;5;11;7;17
D1;20.10.2018;1. FC Nürnberg;1899 Hoffenheim;20.10.18_1. FC Nürnberg_1899 Hoffenheim;27;28,28;1,05;30;214,85;7,16;50;63;18;31;44;62;19;23;9;10;0;0;2;2;3;2;1;4;7;16;11;12;12;13
D1;20.10.2018;VfB Stuttgart;Borussia Dortmund;20.10.18_VfB Stuttgart_Borussia Dortmund;24;59,40;2,48;29;412,30;14,22;45;44;11;19;33;32;18;15;3;2;0;1;1;2;4;5;2;0;6;13;23;8;18;1
D1;20.10.2018;VfL Wolfsburg;FC Bayern München;20.10.18_VfL Wolfsburg_FC Bayern München;30;148,25;4,94;23;827,80;35,99;64;72;26;29;53;38;29;43;10;6;0;1;2;3;2;4;1;2;10;11;12;8;9;6
D1;20.10.2018;Bayer 04 Leverkusen;Hannover 96;20.10.18_Bayer 04 Leverkusen_Hannover 96;26;377,20;14,51;26;34,13;1,31;67;51;21;23;50;54;27;27;7;12;0;2;2;1;4;1;2;4;7;13;8;14;14;16
D1;20.10.2018;FC Augsburg;RB Leipzig;20.10.18_FC Augsburg_RB Leipzig;31;100,80;3,25;25;316,00;12,64;66;52;24;19;54;57;23;21;5;11;0;0;2;2;3;4;2;1;14;13;16;9;10;2
D1;20.10.2018;FC Schalke 04;Werder Bremen;20.10.18_FC Schalke 04_Werder Bremen;28;256,40;9,16;33;118,40;3,59;55;45;12;19;63;45;16;16;6;12;1;1;2;0;5;4;2;1;5;9;13;8;15;4
D1;21.10.2018;Borussia Mönchengladbach;FSV Mainz 05;21.10.18_Borussia Mönchengladbach_FSV Mainz 05;30;209,65;6,99;31;101,95;3,29;69;46;28;15;26;55;28;16;1;8;0;0;4;2;1;2;3;2;15;9;4;4;3;8
D1;21.10.2018;Hertha BSC Berlin;SC Freiburg;21.10.18_Hertha BSC Berlin_SC Freiburg;35;135,53;3,87;29;85,65;2,95;45;42;19;21;48;53;25;17;9;6;0;0;4;2;1;2;2;3;12;7;9;13;5;11
D1;26.10.2018;SC Freiburg;Borussia Mönchengladbach;26.10.18_SC Freiburg_Borussia Mönchengladbach;29;85,65;2,95;30;209,65;6,99;69;52;23;14;52;55;20;27;10;9;1;0;2;3;3;5;2;1;10;14;19;9;11;2
D1;27.10.2018;Hannover 96;FC Augsburg;27.10.18_Hannover 96_FC Augsburg;26;34,13;1,31;31;100,80;3,25;56;60;18;25;54;86;22;23;5;14;0;0;1;3;4;2;3;3;10;16;14;13;15;9
D1;27.10.2018;FSV Mainz 05;FC Bayern München;27.10.18_FSV Mainz 05_FC Bayern München;31;101,95;3,29;23;827,80;35,99;70;93;16;34;62;44;23;50;6;7;0;1;2;3;3;5;1;2;4;8;15;9;12;4
D1;27.10.2018;Borussia Dortmund;Hertha BSC Berlin;27.10.18_Borussia Dortmund_Hertha BSC Berlin;29;412,30;14,22;35;135,53;3,87;78;47;34;15;37;61;35;13;5;11;0;0;6;2;0;4;3;1;27;8;13;8;1;6
D1;27.10.2018;1899 Hoffenheim;VfB Stuttgart;27.10.18_1899 Hoffenheim_VfB Stuttgart;30;214,85;7,16;24;59,40;2,48;92;49;32;14;55;45;26;23;7;12;0;1;3;1;4;1;2;5;14;13;6;17;8;17
D1;27.10.2018;Fortuna Düsseldorf;VfL Wolfsburg;27.10.18_Fortuna Düsseldorf_VfL Wolfsburg;30;38,95;1,30;30;148,25;4,94;50;52;17;19;56;52;22;28;10;13;0;0;1;2;5;2;3;3;6;18;11;14;18;10
D1;28.10.2018;Werder Bremen;Bayer 04 Leverkusen;28.10.18_Werder Bremen_Bayer 04 Leverkusen;33;118,40;3,59;26;377,20;14,51;72;53;22;17;56;54;23;21;6;8;0;1;5;2;1;2;2;4;15;8;9;15;3;13
D1;28.10.2018;1. FC Nürnberg;Eintracht Frankfurt;28.10.18_1. FC Nürnberg_Eintracht Frankfurt;27;28,28;1,05;36;148,00;4,11;60;43;21;12;55;63;27;17;11;10;0;1;1;3;4;4;1;3;8;19;19;12;14;7
D1;28.10.2018;RB Leipzig;FC Schalke 04;28.10.18_RB Leipzig_FC Schalke 04;25;316,00;12,64;28;256,40;9,16;89;60;31;18;56;62;24;21;10;14;0;1;4;3;1;2;0;6;16;9;5;11;5;16
D1;02.11.2018;VfB Stuttgart;Eintracht Frankfurt;02.11.18_VfB Stuttgart_Eintracht Frankfurt;24;165,30;6,89;36;166,50;4,63;55;58;11;19;37;73;19;20;4;12;0;1;1;2;6;4;2;3;6;21;20;13;18;7
D1;03.11.2018;FC Augsburg;1. FC Nürnberg;03.11.18_FC Augsburg_1. FC Nürnberg;32;113,00;3,53;28;49,93;1,78;83;43;28;11;70;48;29;23;8;8;0;1;3;3;3;2;3;4;16;14;9;20;9;14
D1;03.11.2018;Bayer 04 Leverkusen;1899 Hoffenheim;03.11.18_Bayer 04 Leverkusen_1899 Hoffenheim;26;404,20;15,55;30;246,45;8,22;88;73;30;35;56;79;33;30;7;12;0;0;3;2;4;4;1;4;15;17;18;13;12;8
D1;03.11.2018;VfL Wolfsburg;Borussia Dortmund;03.11.18_VfL Wolfsburg_Borussia Dortmund;30;156,25;5,21;29;472,30;16,29;77;56;29;20;59;41;35;29;10;4;0;1;3;3;3;6;3;0;14;14;29;10;10;1
D1;03.11.2018;FC Schalke 04;Hannover 96;03.11.18_FC Schalke 04_Hannover 96;28;266,90;9,53;26;99,35;3,82;71;71;18;29;73;64;23;34;8;15;1;2;2;1;6;1;3;5;5;11;11;18;15;16
D1;03.11.2018;Hertha BSC Berlin;RB Leipzig;03.11.18_Hertha BSC Berlin_RB Leipzig;35;174,08;4,97;24;330,00;13,75;57;77;24;30;54;68;28;28;11;12;0;0;4;4;1;4;4;1;15;10;16;9;6;5
D1;03.11.2018;FC Bayern München;SC Freiburg;03.11.18_FC Bayern München_SC Freiburg;23;807,80;35,12;29;88,15;3,04;88;52;27;22;28;61;39;19;7;7;0;0;6;1;2;3;3;3;17;10;13;15;2;11
D1;04.11.2018;Borussia Mönchengladbach;Fortuna Düsseldorf;04.11.18_Borussia Mönchengladbach_Fortuna Düsseldorf;30;235,60;7,85;30;41,95;1,40;90;69;35;30;41;63;38;21;2;12;0;0;5;2;2;1;2;6;20;12;6;21;3;17
D1;04.11.2018;FSV Mainz 05;Werder Bremen;04.11.18_FSV Mainz 05_Werder Bremen;31;108,00;3,48;33;133,90;4,06;83;59;22;23;69;53;26;22;6;14;0;1;2;3;4;5;2;2;5;10;17;14;13;4
D1;09.11.2018;Hannover 96;VfL Wolfsburg;09.11.18_Hannover 96_VfL Wolfsburg;26;99,35;3,82;31;156,25;5,04;66;71;22;28;68;60;25;33;9;15;0;0;1;3;6;3;3;4;12;21;14;15;16;11
D1;10.11.2018;Werder Bremen;Borussia Mönchengladbach;10.11.18_Werder Bremen_Borussia Mönchengladbach;33;133,90;4,06;30;235,60;7,85;92;68;27;20;63;57;32;32;6;9;0;0;5;2;3;6;2;2;18;16;23;12;6;2
D1;10.11.2018;1899 Hoffenheim;FC Augsburg;10.11.18_1899 Hoffenheim_FC Augsburg;30;246,45;8,22;32;113,00;3,53;110;82;39;32;69;92;32;29;8;15;0;0;5;1;4;3;4;3;22;14;18;16;7;9
D1;10.11.2018;Borussia Dortmund;FC Bayern München;10.11.18_Borussia Dortmund_FC Bayern München;29;472,30;16,29;23;807,80;35,12;89;102;39;37;41;52;35;56;8;10;0;1;7;3;0;6;2;2;30;10;18;11;1;3
D1;10.11.2018;SC Freiburg;FSV Mainz 05;10.11.18_SC Freiburg_FSV Mainz 05;29;88,15;3,04;31;108,00;3,48;84;58;27;24;71;65;23;20;11;10;1;0;3;4;3;3;3;4;14;16;7;11;10;12
D1;10.11.2018;Fortuna Düsseldorf;Hertha BSC Berlin;10.11.18_Fortuna Düsseldorf_Hertha BSC Berlin;30;41,95;1,40;35;174,08;4,97;70;58;26;20;71;76;24;19;11;14;0;1;1;2;7;4;4;2;6;24;15;13;17;8
D1;10.11.2018;1. FC Nürnberg;VfB Stuttgart;10.11.18_1. FC Nürnberg_VfB Stuttgart;28;49,93;1,78;24;165,30;6,89;70;62;24;18;69;55;30;32;12;12;0;1;2;4;4;1;2;7;11;22;6;24;15;18
D1;11.11.2018;RB Leipzig;Bayer 04 Leverkusen;11.11.18_RB Leipzig_Bayer 04 Leverkusen;24;330,00;13,75;26;404,20;15,55;103;60;38;19;68;66;28;24;10;9;0;1;5;4;1;3;2;5;19;9;16;21;4;13
D1;11.11.2018;Eintracht Frankfurt;FC Schalke 04;11.11.18_Eintracht Frankfurt_FC Schalke 04;36;166,50;4,63;28;266,90;9,53;63;65;30;19;56;75;30;25;3;16;1;1;5;2;3;3;1;6;23;13;8;12;5;14
D1;23.11.2018;Bayer 04 Leverkusen;VfB Stuttgart;23.11.18_Bayer 04 Leverkusen_VfB Stuttgart;26;383,15;14,74;25;59,40;2,38;105;72;34;20;69;63;39;41;10;15;0;1;3;2;6;2;2;7;16;24;8;24;13;18
D1;24.11.2018;FC Schalke 04;1. FC Nürnberg;24.11.18_FC Schalke 04_1. FC Nürnberg;28;212,85;7,60;28;28,28;1,01;91;55;28;17;80;60;30;25;9;10;1;2;3;1;7;2;4;5;8;15;11;24;14;15
D1;24.11.2018;Hertha BSC Berlin;1899 Hoffenheim;24.11.18_Hertha BSC Berlin_1899 Hoffenheim;35;188,08;5,37;30;192,43;6,41;80;86;32;41;63;92;36;35;12;14;0;0;4;4;3;6;1;4;16;17;24;15;8;6
D1;24.11.2018;FSV Mainz 05;Borussia Dortmund;24.11.18_FSV Mainz 05_Borussia Dortmund;31;119,63;3,86;29;586,05;20,21;98;67;29;27;78;52;32;34;8;5;0;1;4;3;4;8;3;0;10;12;33;12;9;1
D1;24.11.2018;FC Augsburg;Eintracht Frankfurt;24.11.18_FC Augsburg_Eintracht Frankfurt;32;106,33;3,32;36;178,93;4,97;108;73;38;26;73;85;37;25;9;14;0;1;3;4;4;6;2;3;19;18;26;13;10;4
D1;24.11.2018;FC Bayern München;Fortuna Düsseldorf;24.11.18_FC Bayern München_Fortuna Düsseldorf;23;756,58;32,89;30;68,78;2,29;105;78;32;35;32;70;48;23;7;13;0;0;6;2;3;2;2;7;20;14;10;25;5;17
D1;24.11.2018;VfL Wolfsburg;RB Leipzig;24.11.18_VfL Wolfsburg_RB Leipzig;31;186,15;6,00;24;522,58;21,77;82;87;32;34;69;81;37;37;11;14;0;0;3;3;5;6;4;1;15;17;22;9;12;3
D1;25.11.2018;Borussia Mönchengladbach;Hannover 96;25.11.18_Borussia Mönchengladbach_Hannover 96;30;249,53;8,32;26;34,13;1,31;110;76;41;32;49;74;43;39;3;16;0;2;7;2;2;2;3;6;26;13;14;22;2;16
D1;25.11.2018;SC Freiburg;Werder Bremen;25.11.18_SC Freiburg_Werder Bremen;29;118,05;4,07;33;133,75;4,05;107;78;36;31;77;63;29;25;11;16;1;1;3;4;4;5;2;4;15;19;19;19;11;7
D1;30.11.2018;Fortuna Düsseldorf;FSV Mainz 05;30.11.18_Fortuna Düsseldorf_FSV Mainz 05;30;68,78;2,29;31;119,63;3,86;90;73;33;27;79;72;36;25;12;11;0;0;2;3;7;4;3;5;13;28;11;14;17;10
D1;01.12.2018;VfB Stuttgart;FC Augsburg;01.12.18_VfB Stuttgart_FC Augsburg;26;59,40;2,28;32;106,33;3,32;68;99;14;36;48;102;22;37;8;17;0;0;2;2;8;3;4;5;8;26;20;21;18;13
D1;01.12.2018;Werder Bremen;FC Bayern München;01.12.18_Werder Bremen_FC Bayern München;33;133,75;4,05;24;756,58;31,52;101;118;30;42;76;60;35;66;9;12;1;1;5;3;4;6;3;3;20;20;23;17;7;5
D1;01.12.2018;1899 Hoffenheim;FC Schalke 04;01.12.18_1899 Hoffenheim_FC Schalke 04;30;192,43;6,41;29;212,85;7,34;130;78;46;24;80;88;36;35;11;19;0;1;6;2;4;4;1;7;27;18;13;17;6;14
D1;01.12.2018;Hannover 96;Hertha BSC Berlin;01.12.18_Hannover 96_Hertha BSC Berlin;26;34,13;1,31;35;188,08;5,37;76;72;24;28;77;90;28;25;11;17;0;1;2;3;7;4;5;3;15;26;19;20;16;8
D1;01.12.2018;Borussia Dortmund;SC Freiburg;01.12.18_Borussia Dortmund_SC Freiburg;29;586,05;20,21;29;118,05;4,07;100;57;43;23;47;72;37;22;9;8;0;0;9;3;0;3;5;4;35;13;16;20;1;11
D1;02.12.2018;RB Leipzig;Borussia Mönchengladbach;02.12.18_RB Leipzig_Borussia Mönchengladbach;24;522,58;21,77;30;249,53;8,32;117;75;44;24;77;66;33;36;12;11;0;0;6;4;2;8;2;2;22;10;30;14;4;2
D1;02.12.2018;Eintracht Frankfurt;VfL Wolfsburg;02.12.18_Eintracht Frankfurt_VfL Wolfsburg;36;178,93;4,97;31;186,15;6,00;76;81;32;31;66;69;39;36;6;22;1;0;7;2;3;4;3;5;29;14;16;17;3;9
D1;03.12.2018;1. FC Nürnberg;Bayer 04 Leverkusen;03.12.18_1. FC Nürnberg_Bayer 04 Leverkusen;28;28,28;1,01;26;383,15;14,74;81;80;28;25;83;76;33;30;15;11;0;1;2;4;6;4;2;6;13;29;18;24;15;12
D1;07.12.2018;Werder Bremen;Fortuna Düsseldorf;07.12.18_Werder Bremen_Fortuna Düsseldorf;33;133,90;4,06;30;41,95;1,40;123;90;39;38;89;88;41;27;12;17;1;0;5;3;5;2;3;8;21;22;13;29;9;18
D1;08.12.2018;FC Bayern München;1. FC Nürnberg;08.12.18_FC Bayern München_1. FC Nürnberg;24;807,93;33,66;28;49,93;1,78;125;59;40;18;41;66;59;26;8;10;0;2;7;3;3;2;5;6;25;18;14;30;4;15
D1;08.12.2018;VfL Wolfsburg;1899 Hoffenheim;08.12.18_VfL Wolfsburg_1899 Hoffenheim;31;156,25;5,04;30;246,45;8,22;92;105;35;47;78;101;43;39;12;16;0;0;5;3;5;6;3;4;18;18;28;19;8;6
D1;08.12.2018;FC Schalke 04;Borussia Dortmund;08.12.18_FC Schalke 04_Borussia Dortmund;29;267,20;9,21;29;472,30;16,29;97;77;31;30;92;61;33;35;13;8;1;1;4;2;7;10;3;0;14;18;37;13;12;1
D1;08.12.2018;Hertha BSC Berlin;Eintracht Frankfurt;08.12.18_Hertha BSC Berlin_Eintracht Frankfurt;35;174,08;4,97;36;166,50;4,63;87;91;36;30;78;99;41;34;13;14;0;1;5;5;3;7;2;4;21;20;30;16;7;5
D1;08.12.2018;Bayer 04 Leverkusen;FC Augsburg;08.12.18_Bayer 04 Leverkusen_FC Augsburg;26;404,20;15,55;32;113,00;3,53;126;112;41;37;80;119;43;39;11;19;0;0;4;3;6;3;4;6;19;25;20;22;11;13
D1;08.12.2018;SC Freiburg;RB Leipzig;08.12.18_SC Freiburg_RB Leipzig;29;88,15;3,04;24;330,00;13,75;119;102;45;38;86;97;32;49;12;16;1;0;3;5;5;7;4;2;16;22;24;10;13;3
D1;09.12.2018;FSV Mainz 05;Hannover 96;09.12.18_FSV Mainz 05_Hannover 96;31;108,00;3,48;26;99,35;3,82;126;87;34;35;90;83;41;40;12;19;0;3;5;3;5;2;3;8;12;14;15;28;10;17
D1;09.12.2018;Borussia Mönchengladbach;VfB Stuttgart;09.12.18_Borussia Mönchengladbach_VfB Stuttgart;30;235,60;7,85;26;165,30;6,36;133;79;48;22;56;75;50;45;5;19;0;2;8;2;3;3;2;8;30;16;9;26;2;16
D1;14.12.2018;1. FC Nürnberg;VfL Wolfsburg;14.12.18_1. FC Nürnberg_VfL Wolfsburg;28;49,93;1,78;31;156,25;5,04;92;91;28;35;96;82;39;39;17;23;0;0;2;5;7;5;4;5;14;33;20;20;15;9
D1;15.12.2018;1899 Hoffenheim;Borussia Mönchengladbach;15.12.18_1899 Hoffenheim_Borussia Mönchengladbach;30;246,45;8,22;30;235,60;7,85;157;80;52;25;89;76;42;38;11;13;0;0;6;4;4;9;2;3;30;21;33;16;7;2
D1;15.12.2018;Hannover 96;FC Bayern München;15.12.18_Hannover 96_FC Bayern München;26;99,35;3,82;24;807,93;33,66;79;150;24;56;86;65;28;80;12;12;0;1;2;4;8;8;3;3;16;29;28;18;17;3
D1;15.12.2018;FC Augsburg;FC Schalke 04;15.12.18_FC Augsburg_FC Schalke 04;32;113,00;3,53;29;267,20;9,21;125;93;47;29;90;96;43;42;11;20;0;1;3;4;7;4;2;8;20;23;15;20;14;13
D1;15.12.2018;VfB Stuttgart;Hertha BSC Berlin;15.12.18_VfB Stuttgart_Hertha BSC Berlin;26;165,30;6,36;35;174,08;4,97;77;87;18;31;59;103;27;30;9;20;0;1;3;2;9;6;5;3;9;29;22;20;16;6
